Journal Title,MEDLINE Abbreviation,ISSN (Print),ISSN (Online),Country,Categories,Start Year,NLM ID
Techniques in coloproctology.,Tech Coloproctol,1123-6337,1128-045X,Italy,Gastroenterology; General Surgery,1990,9613614
Arquivos brasileiros de cirurgia digestiva : ABCD = Brazilian archives of digestive surgery.,Arq Bras Cir Dig,0102-6720,2317-6326,Brazil,Gastroenterology; General Surgery,1986,9100283
Digestive surgery.,Dig Surg,0253-4886,1421-9883,Switzerland,Gastroenterology; General Surgery,1984,8501808
Eating and weight disorders : EWD.,Eat Weight Disord,1124-4909,1590-1262,Germany,Gastroenterology; Metabolism,1996,9707113
Gut microbes.,Gut Microbes,1949-0976,1949-0984,United States,Gastroenterology; Microbiology,2010,101495343
Journal of gastrointestinal cancer.,J Gastrointest Cancer,1941-6628,1941-6636,United States,Gastroenterology; Neoplasms,2007,101479627
Esophagus : official journal of the Japan Esophageal Society.,Esophagus,1612-9059,1612-9067,Japan,Gastroenterology; Neoplasms,2003,101206627
Clinical colorectal cancer.,Clin Colorectal Cancer,1533-0028,1938-0674,United States,Gastroenterology; Neoplasms,2001,101120693
Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association.,Gastric Cancer,1436-3291,1436-3305,Japan,Gastroenterology; Neoplasms,1998,100886238
Neurogastroenterology and motility.,Neurogastroenterol Motil,1350-1925,1365-2982,England,Gastroenterology; Neurology,1994,9432572
Gastroenterology nursing : the official journal of the Society of Gastroenterology Nurses and Associates.,Gastroenterol Nurs,1042-895X,1538-9766,United States,Gastroenterology; Nursing,1989,8915377
Minerva gastroenterology.,Minerva Gastroenterol (Torino),2724-5985,2724-5365,Italy,Gastroenterology; Nutritional Sciences,2021,101777280
Journal of pediatric gastroenterology and nutrition.,J Pediatr Gastroenterol Nutr,0277-2116,1536-4801,United States,Gastroenterology; Nutritional Sciences; Pediatrics,1982,8211545
American journal of physiology. Gastrointestinal and liver physiology.,Am J Physiol Gastrointest Liver Physiol,0193-1857,1522-1547,United States,Gastroenterology; Physiology,1980,100901227
Liver transplantation : official publication of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society.,Liver Transpl,1527-6465,1527-6473,United States,Gastroenterology; Transplantation,2000,100909185
